652,631,17,25,68,normal
268,830,6,22,20,normal
112,420,17,53,23,normal
58,472,6,80,80,normal
955,634,17,22,20,normal
356,164,17,22,53,normal
162,997,6,23,25,normal
60,449,6,79,53,normal
524,398,17,53,443,normal
397,731,17,53,443,normal
359,404,1,80,25,normal
860,109,17,79,23,normal
794,745,6,79,20,normal
714,325,1,25,53,normal
706,43,6,80,23,normal
196,88,6,20,22,normal
127,235,6,20,53,normal
564,670,17,23,23,normal
259,375,17,25,22,normal
202,27,6,80,23,normal
688,712,6,22,443,normal
954,377,6,22,80,normal
658,785,6,68,25,normal
984,963,1,79,23,normal
801,164,17,80,443,normal
989,289,1,443,80,normal
405,783,17,20,53,normal
639,568,6,23,80,normal
341,855,17,53,53,normal
890,469,6,53,53,normal
639,222,17,80,53,normal
505,510,6,80,22,normal
671,68,89,80,25,normal
534,365,17,53,68,normal
808,204,17,79,80,normal
201,55,17,53,53,normal
353,609,6,53,53,normal
398,279,17,23,22,normal
269,790,6,80,20,normal
503,550,6,23,80,normal
79,810,89,443,23,normal
219,895,17,53,80,normal
563,402,17,80,23,normal
80,148,6,23,68,normal
293,747,17,22,68,normal
553,361,6,80,53,normal
740,887,6,80,53,normal
639,529,17,79,25,normal
747,266,17,25,22,normal
198,12,89,80,53,normal
783,15,17,23,53,normal
104,581,17,23,20,normal
234,900,6,79,79,normal
257,534,6,22,53,normal
189,856,17,53,53,normal
585,238,17,80,53,normal
744,615,6,79,80,normal
375,106,17,23,68,normal
182,54,6,80,25,normal
609,296,17,80,80,normal
76,529,17,20,25,normal
979,843,6,443,20,normal
850,477,6,25,53,normal
649,637,17,20,80,normal
969,563,1,22,20,normal
775,772,6,443,53,normal
6,628,6,25,80,normal
660,988,6,80,20,normal
19,97,6,23,23,normal
534,266,17,20,20,normal
465,150,1,68,443,normal
97,98,17,80,68,normal
442,55,17,68,25,normal
355,600,6,53,80,normal
768,512,6,23,80,normal
829,164,1,53,53,normal
290,935,6,20,80,normal
175,404,89,53,53,normal
948,84,6,80,80,normal
320,931,17,20,25,normal
318,758,17,23,79,normal
686,16,6,443,53,normal
353,489,6,20,20,normal
635,689,1,80,53,normal
812,324,1,53,53,normal
905,984,1,53,25,normal
226,979,17,25,80,normal
374,557,6,68,53,normal
754,909,6,22,25,normal
326,928,1,23,25,normal
170,121,6,23,25,normal
1,19,17,25,23,normal
2,29,17,53,80,normal
257,815,17,22,25,normal
874,179,6,23,53,normal
895,356,6,80,20,normal
27,890,6,22,68,normal
452,770,17,22,80,normal
625,149,6,68,53,normal
607,47,6,53,20,normal
818,524,1,22,23,normal
832,757,17,22,22,normal
266,195,89,20,22,normal
983,495,6,80,443,normal
422,235,6,22,80,normal
372,908,6,25,53,normal
259,882,6,22,23,normal
674,410,17,80,68,normal
977,56,17,68,68,normal
750,650,17,80,22,normal
742,330,17,80,25,normal
256,862,17,53,80,normal
521,40,17,25,53,normal
716,111,6,25,22,normal
82,654,6,80,22,normal
288,715,17,20,68,normal
662,620,6,23,20,normal
450,598,6,80,68,normal
592,276,17,20,79,normal
572,287,6,80,23,normal
583,328,6,68,80,normal
767,692,17,79,22,normal
647,876,6,80,22,normal
301,708,6,25,80,normal
936,294,6,22,443,normal
566,501,1,80,53,normal
523,448,6,80,22,normal
943,769,6,443,23,normal
394,469,6,25,53,normal
952,969,17,25,20,normal
343,448,6,23,80,normal
22,31,17,80,80,normal
290,980,6,80,23,normal
397,311,6,22,443,normal
402,392,1,22,20,normal
548,900,6,80,68,normal
874,647,6,25,22,normal
873,221,1,79,80,normal
875,88,6,79,443,normal
793,242,17,80,53,normal
278,142,6,53,80,normal
807,622,17,53,20,normal
937,525,6,22,23,normal
311,290,6,53,20,normal
927,4,6,79,20,normal
178,365,1,20,20,normal
186,709,6,53,80,normal
587,494,17,443,79,normal
902,566,17,68,25,normal
378,944,17,53,443,normal
297,374,17,79,79,normal
367,813,17,80,23,normal
322,803,89,53,20,normal
646,991,17,80,53,normal
652,917,17,22,20,anomaly
707,834,17,53,20,normal
208,329,6,443,80,normal
887,316,89,53,80,normal
117,736,17,23,20,normal
507,790,6,22,443,normal
227,666,6,80,22,normal
134,11,6,22,79,normal
29,273,1,53,80,normal
893,786,17,20,20,normal
451,284,6,22,23,normal
856,817,17,79,80,normal
330,526,1,53,53,normal
708,114,17,20,53,normal
58,731,89,20,22,normal
416,318,1,443,25,normal
589,111,6,23,80,normal
903,831,17,80,80,normal
506,761,17,443,80,normal
620,175,6,68,80,normal
833,381,6,443,20,normal
879,894,1,443,22,normal
611,542,17,23,20,normal
482,109,6,443,53,normal
680,527,17,20,53,normal
693,615,6,25,25,normal
664,591,89,443,80,normal
77,193,17,80,79,normal
56,434,17,53,20,normal
234,309,6,443,53,normal
24,568,6,79,443,normal
619,808,17,20,25,normal
93,952,17,23,53,normal
229,615,17,53,22,normal
414,314,6,20,23,normal
584,906,17,25,79,normal
307,616,17,80,53,normal
605,573,6,53,23,normal
145,254,6,443,20,normal
697,468,6,80,20,normal
346,179,6,68,80,normal
26,911,89,53,443,normal
82,830,6,22,53,normal
833,944,89,80,22,normal
589,722,17,80,443,normal
454,366,17,20,22,normal
852,42,17,80,22,normal
700,323,89,79,20,normal
440,578,17,20,80,normal
273,739,1,53,53,normal
621,753,17,53,25,normal
223,281,6,68,80,normal
980,335,6,20,22,normal
746,445,17,79,443,normal
251,371,6,23,20,normal
287,441,17,80,53,normal
323,521,17,80,23,normal
523,935,17,25,80,normal
971,204,6,80,80,normal
795,966,17,25,80,normal
911,206,6,80,443,normal
620,943,17,53,443,normal
553,576,17,53,443,normal
17,385,6,25,22,normal
111,247,6,25,53,normal
390,839,17,443,53,normal
22,604,6,80,53,normal
769,670,1,22,20,normal
974,155,17,22,80,normal
725,966,17,25,20,normal
189,68,6,53,80,normal
158,917,17,20,20,anomaly
477,772,17,23,20,normal
209,295,6,80,68,normal
852,217,1,443,80,normal
448,204,17,20,443,normal
822,362,6,25,79,normal
70,870,89,22,23,normal
934,559,6,443,68,normal
576,580,6,25,53,normal
759,476,1,80,20,normal
31,385,6,80,23,normal
427,995,17,53,80,normal
337,168,17,23,53,normal
607,377,17,443,79,normal
454,398,6,53,23,normal
516,612,17,68,23,normal
14,992,1,23,443,normal
254,82,17,22,80,normal
33,811,17,53,22,normal
60,889,6,20,22,normal
455,945,89,80,80,normal
673,586,17,23,80,normal
57,836,6,443,20,normal
748,231,1,443,53,normal
627,724,6,443,22,normal
315,176,6,80,20,normal
71,999,6,80,53,normal
283,333,17,443,53,normal
989,894,6,80,25,normal
359,926,1,22,80,normal
923,77,6,80,22,normal
493,163,6,80,25,normal
253,619,6,22,80,normal
376,308,6,25,443,normal
743,639,17,20,79,normal
632,539,17,23,80,normal
933,408,17,25,53,normal
550,717,17,443,23,normal
619,524,17,443,443,normal
761,575,17,23,22,normal
614,565,6,80,80,normal
726,264,6,443,20,normal
530,154,89,79,80,normal
29,906,17,22,23,normal
745,885,17,22,80,normal
498,220,17,22,443,normal
48,563,17,53,443,normal
268,741,17,53,22,normal
714,911,17,20,22,normal
991,431,6,80,443,normal
170,551,6,79,25,normal
565,960,17,53,25,normal
273,130,6,25,23,normal
882,60,6,80,80,normal
399,278,17,53,443,normal
137,705,6,22,443,normal
876,846,6,443,80,normal
747,304,6,53,23,normal
325,254,6,80,25,normal
720,297,17,80,443,normal
407,945,6,23,443,normal
555,134,6,79,80,normal
299,789,17,25,20,normal
274,3,17,443,22,normal
758,902,6,23,53,normal
114,56,6,20,68,normal
439,502,6,23,79,normal
722,556,6,80,443,normal
292,610,6,25,53,normal
22,724,1,53,443,normal
849,479,6,20,53,normal
304,445,6,80,53,normal
314,916,6,25,20,normal
319,613,6,25,80,normal
42,181,89,79,53,normal
69,935,17,25,80,normal
687,53,89,80,23,normal
599,77,6,25,443,normal
726,730,17,22,443,normal
848,523,17,80,25,normal
411,345,1,443,68,normal
874,890,6,22,20,normal
658,372,6,22,80,normal
782,825,6,53,80,normal
865,858,17,25,443,normal
733,285,6,53,23,normal
30,829,17,53,20,normal
470,934,6,20,25,normal
678,339,6,22,53,normal
395,506,17,80,80,normal
683,739,6,80,25,normal
467,349,17,53,53,normal
883,453,17,443,20,normal
947,405,6,25,23,normal
555,564,17,53,23,normal
984,752,17,53,443,normal
227,686,89,23,20,normal
100,882,17,53,53,normal
236,64,1,20,23,normal
787,258,17,443,22,normal
951,666,17,25,22,normal
144,331,6,23,80,normal
376,463,6,80,20,normal
293,503,17,23,443,normal
815,685,6,20,443,normal
684,664,6,20,80,normal
251,115,17,23,79,normal
201,124,17,80,25,normal
795,480,17,80,68,normal
324,732,6,53,53,normal
305,398,6,80,53,normal
408,287,6,68,80,normal
322,817,17,79,22,normal
250,543,1,80,25,normal
57,37,17,25,22,normal
634,176,6,23,23,normal
230,779,6,53,25,normal
942,650,17,20,79,normal
83,560,17,22,22,normal
204,674,17,20,80,normal
164,627,6,53,23,normal
857,346,17,68,80,normal
964,435,6,20,80,normal
371,664,6,22,20,normal
758,45,6,25,80,normal
223,369,6,443,23,normal
548,478,1,20,23,normal
322,959,17,80,443,normal
194,814,17,20,20,normal
897,67,89,20,20,normal
611,303,17,53,53,normal
765,165,17,22,53,normal
87,201,1,20,20,normal
556,690,6,53,80,normal
680,380,17,80,80,normal
708,276,1,68,53,normal
955,874,6,53,80,normal
993,465,6,22,53,normal
439,925,17,79,23,normal
522,274,17,53,22,normal
519,535,6,23,53,normal
560,598,6,80,22,normal
526,144,89,25,53,normal
910,70,6,80,80,normal
918,344,6,53,80,normal
113,278,6,20,23,normal
271,3,6,80,53,normal
617,477,6,20,80,normal
739,574,6,53,22,normal
427,630,17,80,443,normal
789,56,6,80,20,normal
434,578,89,25,443,normal
180,943,17,23,25,normal
16,154,17,68,25,normal
789,286,1,53,443,normal
141,547,6,20,23,normal
37,543,1,443,25,normal
174,484,17,80,443,normal
955,93,17,80,23,normal
877,773,6,68,53,normal
792,658,17,68,443,normal
560,571,17,80,79,normal
898,195,6,68,68,normal
484,343,6,22,443,normal
334,944,6,22,22,normal
256,970,6,443,53,normal
724,72,6,53,80,normal
915,200,6,79,53,normal
871,194,17,53,68,normal
212,824,17,25,80,normal
928,74,17,23,22,normal
158,254,6,53,443,normal
786,657,17,443,80,normal
423,589,17,443,25,normal
103,759,6,22,20,normal
326,54,6,23,22,normal
483,929,17,80,53,normal
710,211,17,53,80,normal
679,157,89,25,25,normal
178,703,17,20,68,normal
894,831,17,53,20,normal
72,977,6,443,23,normal
420,7,17,80,79,normal
962,901,6,25,80,normal
2,932,17,80,22,normal
897,791,17,22,80,normal
771,653,17,25,53,normal
364,135,6,80,22,normal
246,505,6,53,25,normal
386,241,6,25,53,normal
539,814,1,80,20,normal
831,464,17,443,53,normal
284,402,6,53,20,normal
384,69,17,22,20,normal
739,303,6,80,23,normal
540,355,17,20,20,normal
811,910,17,80,80,normal
411,594,6,23,80,normal
118,518,6,25,79,normal
11,499,17,443,22,normal
762,97,6,20,68,normal
755,762,17,22,25,normal
248,557,1,79,68,normal
259,911,6,22,53,normal
667,950,17,23,80,normal
432,101,6,20,22,normal
644,575,6,23,23,normal
388,393,6,443,22,normal
219,250,1,53,20,normal
149,688,6,80,79,normal
254,571,1,80,443,normal
728,940,6,53,53,normal
80,701,17,53,53,normal
282,284,17,22,80,normal
715,111,17,80,53,normal
12,346,1,79,25,normal
93,546,17,53,80,normal
814,280,17,53,79,normal
947,829,6,53,25,normal
704,463,6,68,23,normal
716,18,6,20,80,normal
397,59,6,53,22,normal
262,803,17,68,80,normal
518,352,17,443,25,normal
435,5,1,20,25,normal
194,159,89,25,53,normal
165,855,6,25,79,normal
366,343,6,25,53,normal
258,434,17,25,443,normal
484,60,6,23,25,normal
422,724,6,53,25,normal
325,835,6,80,443,normal
657,431,6,80,79,normal
573,469,1,80,80,normal
381,746,6,22,23,normal
466,629,17,443,25,normal
594,462,89,443,80,normal
708,988,17,443,53,normal
197,839,1,53,53,normal
653,669,6,22,53,normal
712,526,17,25,443,normal
529,369,6,22,53,normal
419,754,17,80,443,normal
177,802,6,25,22,normal
867,354,6,80,20,normal
712,202,6,443,20,normal
653,50,89,53,53,normal
411,726,17,23,80,normal
42,632,6,80,80,normal
760,792,89,22,79,normal
685,980,17,80,20,normal
865,976,6,80,53,normal
986,292,17,80,22,normal
223,78,6,53,53,normal
363,176,17,25,25,normal
890,906,6,68,443,normal
841,308,17,22,80,normal
940,404,6,68,79,normal
7,669,17,80,443,normal
721,312,17,80,22,normal
416,285,6,80,23,normal
71,103,6,23,53,normal
877,497,6,80,443,normal
388,510,17,25,53,normal
951,134,6,22,68,normal
605,702,17,22,80,normal
153,56,89,79,80,normal
511,679,1,25,443,normal
848,854,6,443,23,normal
311,788,6,80,53,normal
489,95,6,80,80,normal
531,63,1,53,80,normal
112,254,17,443,80,normal
79,962,6,22,443,normal
418,715,17,80,80,normal
889,443,6,53,20,normal
99,694,17,22,80,normal
215,127,17,68,443,normal
853,460,6,80,23,normal
775,654,17,23,53,normal
725,138,17,80,443,normal
560,733,6,80,53,normal
480,820,6,53,80,normal
20,9,17,22,68,normal
300,443,1,79,22,normal
688,744,17,22,80,normal
265,531,6,20,79,normal
261,980,17,443,80,normal
303,197,17,53,443,normal
435,498,17,80,22,normal
776,863,6,80,53,normal
898,779,17,80,25,normal
438,770,6,79,23,normal
781,249,17,22,23,normal
570,913,17,23,25,normal
476,680,17,23,443,normal
968,224,6,22,53,normal
705,579,6,25,53,normal
489,772,89,80,22,normal
463,307,6,80,25,normal
377,716,6,25,22,normal
404,245,6,25,53,normal
557,447,17,25,22,normal
883,527,17,80,80,normal
684,966,6,80,25,normal
571,243,6,20,68,normal
290,482,17,443,20,normal
884,828,17,53,23,normal
289,544,6,80,443,normal
162,938,6,79,22,normal
582,565,6,25,20,normal
42,852,89,25,79,normal
377,413,6,23,23,normal
274,832,6,53,80,normal
39,927,6,68,25,normal
19,853,17,79,23,normal
83,942,6,80,22,normal
234,792,17,53,53,normal
600,421,17,80,80,normal
459,697,17,68,53,normal
708,79,17,53,80,normal
842,125,6,22,443,normal
24,717,6,23,53,normal
877,398,17,20,53,normal
447,516,6,22,23,normal
109,945,6,22,22,normal
729,770,17,80,20,normal
314,503,17,22,80,normal
406,826,6,23,79,normal
183,831,17,23,25,normal
866,972,17,53,20,normal
643,45,1,23,22,normal
441,541,6,53,53,normal
690,726,6,20,67,anomaly
697,318,6,80,68,normal
951,130,6,80,79,normal
586,90,6,23,53,normal
309,164,1,22,22,normal
903,474,6,22,80,normal
582,695,6,25,80,normal
506,592,17,25,443,normal
508,509,17,80,25,normal
786,721,17,22,20,normal
5,936,17,80,53,normal
848,787,89,22,68,normal
552,897,6,25,80,normal
323,997,1,23,20,normal
88,286,17,443,25,normal
117,357,6,22,22,normal
505,817,6,443,80,normal
772,719,1,22,23,normal
595,199,6,22,443,normal
247,575,17,20,68,normal
9,242,6,68,22,normal
277,849,6,25,80,normal
443,169,6,25,25,normal
910,276,1,20,68,normal
661,852,17,53,53,normal
394,519,17,23,53,normal
128,6,6,23,79,normal
80,440,6,22,22,normal
634,474,6,25,22,normal
157,772,6,80,68,normal
517,317,6,80,53,normal
915,253,89,25,23,normal
153,613,6,22,53,normal
654,885,1,68,53,normal
872,883,1,80,25,normal
695,667,1,22,53,normal
632,851,6,53,53,normal
543,203,17,79,53,normal
133,78,89,443,80,normal
986,159,17,80,23,normal
978,217,17,53,20,normal
638,782,6,80,53,normal
5,72,17,53,68,normal
768,870,6,53,80,normal
920,93,1,80,80,normal
483,44,6,22,23,normal
913,935,89,79,20,normal
819,533,1,22,80,normal
113,803,6,22,443,normal
365,417,6,80,80,normal
134,274,89,22,20,normal
357,903,6,23,53,normal
893,534,17,80,22,normal
478,610,17,53,68,normal
611,890,6,80,25,normal
587,787,6,22,80,normal
951,340,1,80,23,normal
408,302,17,23,80,normal
274,274,6,443,443,normal
768,750,6,53,20,normal
534,422,1,25,443,normal
14,910,17,23,53,normal
474,804,6,80,53,normal
952,532,17,23,80,normal
840,186,6,53,80,normal
949,942,17,443,20,normal
117,920,6,22,20,normal
916,791,17,25,68,normal
45,922,6,80,23,normal
100,9,1,53,23,normal
681,647,17,20,80,normal
168,362,17,80,80,normal
287,566,6,25,80,normal
132,676,6,80,53,normal
773,36,17,80,22,normal
436,458,89,25,80,normal
21,154,17,53,25,normal
220,215,17,443,80,normal
180,676,17,79,25,normal
683,257,6,68,443,normal
388,731,6,80,53,normal
440,480,6,25,53,normal
64,464,1,79,53,normal
431,206,6,20,79,normal
551,838,1,23,53,normal
523,389,17,53,443,normal
895,858,6,68,53,normal
824,665,17,20,23,normal
472,956,1,79,23,normal
910,195,1,20,53,normal
188,993,17,80,79,normal
377,451,6,22,80,normal
640,931,1,443,443,normal
88,880,17,80,80,normal
603,338,89,80,22,normal
672,855,17,25,443,normal
988,250,17,53,79,normal
886,116,17,25,25,normal
921,669,17,53,53,normal
74,723,17,25,53,normal
308,310,17,80,23,normal
680,414,6,80,20,normal
889,95,6,25,80,normal
221,660,6,53,80,normal
717,56,17,25,53,normal
218,518,6,22,80,normal
351,811,17,443,53,normal
499,359,89,443,25,normal
223,600,17,443,22,normal
20,845,6,53,20,normal
958,718,89,53,53,normal
596,674,17,25,23,normal
614,122,17,20,22,normal
51,873,6,53,443,normal
346,42,89,53,53,normal
935,124,6,80,25,normal
39,303,1,443,22,normal
561,974,6,80,443,normal
84,946,17,53,53,normal
683,460,17,25,80,normal
96,188,17,53,23,normal
323,575,89,25,22,normal
45,114,1,22,80,normal
128,340,6,68,80,normal
852,644,17,25,80,normal
51,46,6,68,80,normal
914,102,6,68,53,normal
797,891,17,53,20,normal
668,386,6,22,20,normal
804,817,17,53,443,normal
881,872,17,79,80,normal
321,266,6,80,20,normal
758,276,17,80,80,normal
465,172,6,443,25,normal
818,762,17,23,443,normal
845,444,6,80,53,normal
825,256,6,23,53,normal
277,373,17,53,20,normal
891,926,17,25,23,normal
876,405,17,20,80,normal
42,320,17,25,20,normal
374,232,17,79,22,normal
226,763,6,22,443,normal
876,668,6,53,22,normal
618,102,6,25,80,normal
292,694,17,25,53,normal
845,324,1,80,443,normal
180,403,1,20,443,normal
398,596,17,80,53,normal
810,179,6,53,25,normal
291,941,6,22,53,normal
871,816,6,22,80,normal
973,168,17,20,80,normal
486,552,1,23,53,normal
701,284,6,25,443,normal
396,868,17,22,53,normal
50,474,6,80,20,normal
932,679,6,80,68,normal
673,90,17,53,23,normal
427,86,17,53,80,normal
555,172,17,23,20,normal
142,902,17,25,443,normal
760,590,1,25,23,normal
382,387,17,80,23,normal
7,88,6,53,25,normal
2,649,6,22,53,normal
711,288,17,53,53,normal
920,395,1,25,23,normal
846,320,6,80,80,normal
595,193,6,80,25,normal
778,815,17,80,80,normal
146,504,1,22,23,normal
716,195,17,22,80,normal
353,978,17,443,25,normal
539,772,6,20,53,normal
461,191,6,22,443,normal
253,478,1,20,53,normal
63,385,6,80,53,normal
665,703,6,25,80,normal
510,560,6,22,25,normal
897,409,6,22,443,normal
435,186,6,80,53,normal
909,350,6,23,20,normal
444,120,89,53,25,normal
817,862,17,80,53,normal
360,445,6,20,20,normal
35,717,6,25,79,normal
823,933,6,80,80,normal
429,102,6,25,53,normal
967,38,89,53,25,normal
126,59,6,20,80,normal
109,556,6,53,22,normal
358,53,17,80,25,normal
164,719,6,25,443,normal
428,166,6,53,53,normal
449,130,6,20,23,normal
110,853,6,23,53,normal
687,229,6,53,80,normal
646,179,17,80,80,normal
29,320,6,22,53,normal
503,67,17,53,25,normal
954,468,1,80,20,normal
325,398,17,53,80,normal
777,212,6,79,443,normal
842,373,6,79,53,normal
97,91,17,53,22,normal
584,683,6,20,25,normal
237,781,17,79,22,normal
720,881,17,443,20,normal
875,955,6,22,80,normal
171,248,17,80,53,normal
795,841,17,25,443,normal
473,679,17,80,443,normal
296,692,6,53,53,normal
464,652,17,25,23,normal
606,198,6,20,80,normal
48,527,6,53,25,normal
465,998,17,443,20,normal
67,683,17,53,53,normal
639,856,17,80,22,normal
46,394,17,23,53,normal
495,234,6,53,53,normal
29,719,6,68,25,normal
197,346,1,53,25,normal
610,560,1,53,53,normal
704,219,6,443,53,normal
662,495,17,79,79,normal
41,879,1,53,53,normal
635,967,6,443,443,normal
187,825,6,22,25,normal
723,581,6,443,68,normal
497,924,6,53,80,normal
129,55,6,53,80,normal
332,562,17,79,53,normal
200,967,6,79,23,normal
892,871,17,22,53,normal
196,831,17,79,79,normal
679,381,6,53,53,normal
727,885,6,20,68,normal
663,943,17,23,80,normal
548,602,17,20,20,normal
181,987,17,53,23,normal
217,407,6,80,443,normal
334,340,6,20,22,normal
322,316,17,25,22,normal
110,344,6,80,23,normal
400,32,17,20,20,normal
697,882,17,25,53,normal
967,538,6,23,53,normal
33,53,17,22,22,normal
13,596,6,53,22,normal
326,89,17,80,53,normal
507,940,6,443,23,normal
589,929,6,53,53,normal
665,16,17,80,80,normal
149,467,6,68,22,normal
166,635,17,22,80,normal
162,257,6,53,22,normal
268,137,17,68,80,normal
833,943,6,25,23,normal
823,536,89,22,443,normal
344,204,6,53,80,normal
725,305,17,20,443,normal
374,89,6,23,80,normal
206,946,6,68,53,normal
554,773,89,20,20,normal
68,721,17,22,20,normal
394,779,6,25,53,normal
805,514,17,80,80,normal
297,449,89,25,80,normal
726,561,1,79,22,normal
786,718,6,80,80,normal
395,378,17,80,80,normal
680,698,17,443,53,normal
535,726,6,23,75,anomaly
840,822,17,79,80,normal
823,344,1,53,22,normal
482,877,17,25,22,normal
747,899,6,53,25,normal
863,917,6,20,25,normal
554,917,17,53,20,anomaly
408,14,6,53,68,normal
733,564,17,53,22,normal
567,812,6,53,443,normal
45,968,6,80,80,normal
416,100,17,80,22,normal
268,408,17,80,25,normal
49,268,6,80,23,normal
839,89,6,53,20,normal
497,149,17,20,23,normal
225,560,6,53,79,normal
420,869,17,25,25,normal
265,950,17,25,20,normal
819,343,17,23,53,normal
593,420,17,443,25,normal
713,379,6,22,22,normal
88,374,6,53,53,normal
630,768,17,20,20,normal
848,113,6,25,443,normal
479,716,1,22,20,normal
722,501,17,53,443,normal
643,154,17,443,443,normal
986,618,17,20,20,normal
101,248,6,22,79,normal
621,322,17,80,23,normal
971,978,17,80,22,normal
969,447,6,25,20,normal
713,616,1,68,23,normal
562,862,17,25,53,normal
358,646,6,22,53,normal
647,918,17,25,20,normal
486,595,6,53,25,normal
272,606,17,20,68,normal
660,697,17,80,23,normal
183,639,89,22,443,normal
555,217,17,443,53,normal
257,540,17,23,443,normal
474,758,6,23,53,normal
998,660,1,68,443,normal
762,267,17,68,80,normal
325,453,6,443,25,normal
393,830,6,53,22,normal
404,334,17,443,23,normal
426,69,6,80,22,normal
406,515,17,53,53,normal
184,760,17,79,53,normal
481,412,6,53,80,normal
651,958,89,23,20,normal
149,950,6,80,53,normal
144,177,17,443,68,normal
889,403,6,53,53,normal
99,388,6,23,53,normal
859,793,1,80,20,normal
972,79,6,20,22,normal
676,14,1,53,68,normal
244,410,6,22,25,normal
832,178,17,80,53,normal
283,856,17,443,80,normal
190,834,1,25,80,normal
434,988,6,80,53,normal
178,423,17,443,80,normal
664,996,1,53,80,normal
473,900,17,20,68,normal
795,582,89,22,23,normal
9,388,17,20,80,normal
618,86,1,20,443,normal
87,320,6,80,80,normal
978,557,1,20,53,normal
953,548,17,53,443,normal
518,275,17,25,53,normal
235,950,1,80,53,normal
863,403,1,20,20,normal
615,566,17,80,20,normal
373,300,17,80,443,normal
199,681,6,80,68,normal
315,537,6,53,20,normal
383,998,6,53,68,normal
652,657,17,80,80,normal
633,331,17,25,22,normal
45,267,89,443,23,normal
954,876,17,53,80,normal
423,834,17,80,80,normal
728,223,6,53,20,normal
859,592,6,22,53,normal
634,703,17,443,22,normal
507,550,17,443,80,normal
365,107,17,443,443,normal
611,871,17,79,25,normal
327,983,1,80,23,normal
19,353,6,20,80,normal
768,116,17,53,79,normal
453,612,17,20,53,normal
738,369,17,79,20,normal
848,363,6,22,53,normal
493,331,89,53,53,normal
790,125,6,25,20,normal
973,136,17,23,23,normal
87,160,17,53,80,normal
952,625,17,80,25,normal
228,728,1,80,20,normal
649,260,17,22,80,normal
201,765,6,23,25,normal
310,221,6,53,53,normal
651,79,6,443,22,normal
656,144,17,80,53,normal
869,218,6,53,22,normal
143,594,6,80,80,normal
807,938,1,20,443,normal
427,166,17,53,25,normal
525,722,6,53,23,normal
493,524,17,443,80,normal
237,479,17,79,80,normal
407,80,6,443,25,normal
959,205,6,22,443,normal
585,747,6,443,25,normal
937,77,6,443,443,normal
298,660,6,25,53,normal
18,454,17,80,23,normal
720,882,17,68,53,normal
478,64,17,25,22,normal
344,711,6,22,80,normal
43,322,6,22,53,normal
987,625,17,80,443,normal
901,54,1,80,25,normal
