663,782,17,23,20
408,704,6,443,80
916,916,17,20,80
855,354,6,80,80
675,610,6,53,20
21,465,6,25,80
528,99,6,79,53
370,71,6,25,20
675,696,17,23,80
413,512,17,80,20
334,719,17,22,443
558,720,6,68,80
155,906,6,53,80
695,97,17,25,53
507,339,89,80,443
420,465,6,20,22
875,248,6,79,80
654,226,6,25,68
308,508,6,443,23
289,749,6,80,80
185,69,17,443,22
48,478,6,80,80
405,723,6,80,80
398,511,6,53,53
428,636,6,25,25
126,637,6,23,68
124,591,17,53,443
765,560,6,443,80
960,223,17,53,80
524,334,17,22,68
938,148,6,80,20
109,94,17,53,23
114,599,6,22,20
648,876,6,80,22
820,882,6,80,25
827,399,6,25,22
917,479,6,443,80
841,614,1,80,53
96,393,6,53,80
901,108,17,22,22
219,527,6,53,80
182,83,6,53,22
560,416,6,23,20
756,489,17,25,79
219,439,17,53,22
815,543,89,20,20
468,937,6,25,80
655,637,17,443,53
627,551,1,443,79
137,557,17,23,23
398,285,6,53,53
970,538,6,25,53
776,741,17,20,53
269,345,17,23,22
142,33,6,80,443
432,216,17,22,53
996,972,17,80,80
227,905,6,80,20
284,835,17,20,53
511,639,17,80,443
638,468,6,443,80
782,503,17,443,9
650,610,17,53,22
932,86,1,80,80
35,290,89,80,53
113,666,6,22,443
957,370,17,20,68
396,31,6,53,443
151,188,6,80,53
907,307,6,80,23
775,250,17,443,20
45,668,17,443,53
780,476,89,22,20
762,52,6,53,68
765,153,6,443,23
842,979,17,443,443
395,702,89,25,80
363,879,6,25,68
794,473,6,25,25
883,843,6,79,80
33,52,17,443,80
107,413,17,23,25
409,66,6,20,443
976,455,6,53,80
14,258,1,22,53
983,250,6,22,80
804,669,6,25,53
866,796,17,80,53
392,976,17,20,443
904,459,89,68,20
574,659,6,80,80
6,124,17,80,68
758,124,17,23,23
524,653,6,53,22
915,22,1,53,79
771,282,6,25,25
513,916,17,443,53
829,902,17,79,80
854,750,6,22,80
508,507,6,53,25
172,14,17,53,80
854,354,6,22,68
617,278,6,22,79
56,789,17,20,80
561,611,6,80,22
361,133,17,25,53
852,933,6,53,25
350,437,17,80,22
387,703,17,25,25
650,109,1,443,20
428,321,17,22,80
156,21,6,443,23
327,476,17,443,22
880,547,17,20,22
617,181,17,20,53
471,391,1,25,68
837,961,6,23,22
198,897,17,22,23
700,742,1,23,53
90,872,6,25,22
7,370,1,80,22
281,631,17,53,23
651,618,1,443,23
591,693,17,443,53
662,450,17,25,25
684,578,17,443,20
327,656,6,23,80
129,172,1,80,80
220,38,6,80,22
221,944,17,25,80
426,978,1,443,443
646,192,17,443,20
551,136,17,79,443
409,524,17,25,443
810,830,17,25,53
306,681,6,22,80
940,709,17,443,53
885,308,6,443,22
61,882,17,80,20
433,825,17,53,20
892,924,17,22,80
256,175,17,53,443
205,45,17,22,23
160,21,6,80,80
101,406,6,22,22
326,746,1,25,23
585,561,6,79,443
441,156,1,23,23
188,430,17,53,53
382,706,17,53,68
268,898,6,22,79
267,661,17,23,80
959,374,6,53,20
916,503,17,79,23
892,410,6,80,53
12,155,6,80,25
606,871,6,80,80
926,961,6,23,80
695,557,6,80,80
220,849,6,80,53
392,548,17,80,80
543,145,17,443,80
334,58,6,80,22
827,559,6,25,23
511,677,17,53,443
774,837,17,53,443
822,317,17,443,53
204,959,6,80,20
785,161,17,80,80
457,52,6,68,22
904,171,17,80,22
163,121,17,53,80
954,380,17,68,53
925,823,6,53,443
29,827,6,23,22
897,778,1,53,443
988,771,1,53,80
195,217,6,53,53
702,478,17,23,443
775,367,6,80,25
670,72,6,23,22
540,650,17,53,80
621,33,6,443,22
648,831,1,25,443
574,524,6,80,25
17,253,89,443,25
442,535,6,22,80
356,562,6,53,79
914,748,6,443,80
780,113,6,22,68
973,478,17,80,53
903,440,17,23,443
842,798,6,23,443
905,721,17,25,53
773,994,17,20,53
215,951,6,443,80
999,732,6,443,25
778,715,6,443,20
258,988,1,80,25
198,306,1,79,20
102,881,17,22,53
552,53,89,443,53
936,660,89,22,20
671,889,17,22,80
17,287,6,80,53
210,396,6,53,23
610,121,17,22,80
567,3,17,80,22
806,846,89,80,79
992,532,17,80,68
744,943,6,25,53
300,214,1,23,53
870,135,17,443,20
971,575,6,80,25
644,274,17,68,20
691,271,17,443,80
289,702,6,23,68
509,705,6,53,23
385,623,17,443,80
114,978,6,23,53
373,208,6,20,80
968,503,17,23,5
942,596,6,20,443
53,543,6,80,80
185,571,17,80,25
317,857,17,53,20
46,898,6,22,23
112,554,17,22,22
327,37,17,68,25
606,110,6,80,23
498,757,6,20,53
657,281,17,443,20
259,698,89,443,443
252,650,6,80,23
776,442,6,80,443
709,482,17,22,25
602,709,17,80,80
659,326,6,22,80
753,327,17,20,20
269,363,17,25,443
329,127,89,25,25
101,687,1,79,22
448,818,6,80,23
366,3,17,80,80
112,868,17,53,80
819,504,6,53,68
337,509,17,22,80
736,225,17,53,80
253,213,17,22,22
536,851,6,53,20
358,228,6,20,53
799,854,17,80,443
884,391,6,53,25
82,756,17,68,80
795,4,6,53,80
989,589,89,80,53
843,317,17,79,22
589,648,6,80,20
366,455,6,23,53
607,318,6,20,79
701,502,17,20,53
242,459,17,53,53
800,447,17,22,25
581,122,6,20,20
522,401,1,25,80
922,317,6,80,20
597,62,17,20,22
452,337,6,443,25
472,979,6,80,53
802,274,17,20,80
462,646,6,443,53
822,186,6,22,53
407,645,6,80,53
529,667,6,23,20
45,430,6,25,443
44,81,6,23,443
312,406,17,23,20
908,607,89,80,22
795,352,6,53,68
989,671,6,53,20
142,253,6,23,443
401,625,17,23,79
791,592,6,22,80
654,360,17,23,443
439,149,6,23,53
601,765,17,22,25
710,416,6,23,80
85,52,6,68,23
354,908,17,53,80
219,798,17,22,25
5,932,6,25,79
731,699,6,80,25
228,41,6,20,25
302,680,6,25,20
908,813,17,25,22
202,404,6,68,20
904,951,6,80,80
262,3,6,79,53
998,727,1,20,80
778,286,6,20,53
203,170,6,25,53
685,144,89,53,53
301,676,17,443,25
551,885,89,22,80
630,16,6,443,25
272,527,6,22,20
227,865,17,53,53
759,450,6,443,53
483,445,6,25,80
661,673,6,68,22
111,300,17,53,80
366,458,89,80,20
445,195,6,80,80
991,560,89,53,80
234,264,17,23,20
362,751,6,23,53
913,586,6,23,53
544,946,17,68,53
581,462,6,20,80
61,807,1,80,53
651,40,1,23,22
693,83,6,25,68
933,95,6,20,53
831,86,6,53,68
451,461,6,80,80
802,950,17,79,53
526,658,6,22,20
345,609,17,25,22
593,699,17,22,20
53,690,6,22,20
475,594,17,53,53
149,202,89,79,23
778,724,17,80,22
44,84,1,20,68
991,93,1,443,443
703,395,17,53,443
903,727,17,80,80
343,204,6,23,20
32,107,6,53,80
783,75,1,53,23
458,596,17,80,80
859,31,17,23,80
19,171,6,22,23
444,431,1,22,23
209,613,6,25,443
743,998,1,68,80
77,997,17,23,20
78,1,6,80,443
993,599,17,20,25
373,672,6,53,22
874,331,6,20,68
278,733,1,79,53
749,391,6,80,25
739,872,6,23,80
366,465,17,68,68
580,878,17,443,20
620,536,6,80,443
888,374,1,53,79
1946,172,17,80,80
787,338,6,53,53
642,240,89,23,79
198,647,17,20,53
324,261,17,20,25
1,124,6,22,80
377,195,17,22,80
917,190,6,20,53
423,338,1,443,53
924,73,89,80,443
31,210,6,20,443
833,104,6,25,20
73,350,17,53,443
555,998,17,23,22
250,940,1,22,443
497,532,17,25,25
282,119,6,22,80
79,817,6,20,22
338,731,89,20,80
649,322,17,443,68
383,545,17,23,53
118,88,17,53,25
775,551,17,80,80
779,532,17,80,443
269,216,6,53,53
913,10,17,68,25
298,828,17,23,53
656,339,17,25,80
155,606,6,80,20
597,588,6,80,79
123,996,6,53,23
183,104,6,23,22
512,703,6,80,25
211,689,6,20,53
249,46,17,80,79
694,935,17,53,22
28,638,6,443,22
140,553,17,25,23
290,204,6,25,53
598,959,17,80,53
953,683,6,53,53
81,489,89,23,53
804,714,6,25,80
838,594,6,80,80
930,690,6,20,443
937,250,6,23,79
969,891,17,53,80
873,981,17,80,80
972,936,89,23,53
855,757,6,20,80
217,963,6,23,20
775,356,89,53,25
313,425,6,80,79
256,627,6,443,80
496,602,17,23,20
189,960,6,25,443
520,869,6,53,25
649,907,6,68,22
759,535,6,23,80
210,234,6,20,20
432,979,17,443,53
224,176,1,443,20
614,81,1,53,20
255,321,6,20,80
76,636,6,22,23
261,695,6,22,25
946,393,6,22,23
86,301,6,25,53
310,892,1,20,80
985,93,6,53,79
666,277,6,20,80
192,748,89,25,79
382,674,17,25,53
617,273,6,20,443
737,793,17,25,68
706,319,6,53,22
703,851,17,53,20
555,993,17,80,443
58,404,6,53,443
1000,321,17,23,53
148,791,6,53,22
78,300,6,20,20
229,264,6,22,80
776,232,6,68,20
777,230,6,79,22
160,52,17,80,53
249,839,6,53,23
739,925,89,443,79
333,223,1,53,23
444,904,1,53,80
265,803,6,22,80
976,329,6,20,53
272,445,6,80,53
599,650,17,79,80
426,967,6,53,53
828,210,6,25,79
918,209,6,80,53
824,67,1,23,80
933,881,1,20,53
587,326,6,80,80
111,850,6,20,53
259,116,6,80,443
17,728,6,53,23
168,350,6,80,80
685,55,17,20,53
583,778,17,53,53
504,971,1,443,23
399,622,6,53,80
222,215,17,80,53
838,954,6,23,53
719,968,17,25,25
636,421,17,20,443
495,252,89,53,80
670,543,6,80,79
741,185,17,20,25
804,283,6,20,80
568,98,6,79,53
970,142,6,20,80
462,510,6,25,53
909,48,1,80,80
453,650,17,25,25
541,515,1,80,80
476,716,17,20,25
977,426,17,53,79
704,232,6,25,25
648,291,6,80,79
364,375,6,443,22
233,648,6,20,20
738,813,17,53,53
224,539,17,443,80
955,877,17,22,80
262,678,1,80,80
433,166,17,79,22
306,417,6,23,22
753,808,6,53,53
873,163,17,25,25
117,303,17,20,53
392,531,6,53,80
109,92,17,443,22
316,927,1,25,53
610,665,6,80,53
437,349,6,22,22
729,499,6,20,25
348,840,6,80,53
833,408,17,53,53
891,926,6,79,80
567,322,17,80,22
265,359,6,80,53
200,779,1,53,23
538,329,17,53,80
728,309,6,443,80
313,226,6,80,53
359,223,6,443,20
798,102,6,53,20
477,660,17,53,79
892,502,17,443,22
782,201,17,80,68
961,222,6,79,25
615,173,6,443,22
669,851,17,53,53
874,496,6,22,443
760,554,6,53,80
371,194,6,25,53
826,3,1,53,22
644,544,17,25,20
412,148,17,20,443
833,989,6,22,80
632,65,17,22,20
27,447,17,80,443
334,189,17,68,22
111,824,6,79,25
463,927,1,20,443
173,337,17,53,53
798,212,1,443,443
139,604,6,20,68
83,201,17,68,68
301,564,17,80,80
129,896,17,22,80
547,107,6,79,53
275,290,17,53,53
365,182,6,25,53
567,43,17,25,23
736,130,6,20,80
243,79,6,80,22
120,314,6,53,80
493,253,6,80,22
442,632,6,53,443
638,392,6,53,20
376,939,17,80,20
818,779,6,23,80
979,42,6,443,443
468,392,6,20,80
920,217,17,443,25
491,277,89,20,53
573,210,6,80,53
722,775,6,23,53
415,780,17,53,23
344,975,6,80,25
239,361,1,53,80
76,653,17,53,79
279,819,17,23,20
830,623,17,25,22
425,60,17,79,25
653,949,17,79,443
205,14,17,80,53
330,332,6,22,53
938,301,17,20,22
65,698,17,443,20
215,701,6,23,25
176,253,89,443,22
976,110,89,20,53
970,504,17,53,22
235,445,6,443,443
904,83,6,53,20
274,77,89,23,53
735,482,6,80,80
438,605,6,53,25
479,583,6,79,80
738,680,1,53,53
479,387,17,443,53
10,45,17,68,22
318,890,1,443,20
689,925,17,443,68
164,381,6,68,22
849,801,6,53,20
828,999,17,23,23
929,660,6,20,25
920,92,6,53,79
779,306,17,23,53
223,829,17,80,25
24,675,6,20,23
254,826,6,53,53
180,294,6,22,25
214,278,1,22,443
489,35,17,23,53
498,390,17,68,80
688,498,17,25,79
335,862,6,22,20
623,500,17,53,53
12,59,17,53,80
543,244,17,80,23
937,799,89,23,80
33,827,6,80,20
317,223,17,20,20
799,665,89,443,22
264,295,6,80,25
789,643,6,53,80
919,352,89,25,53
729,835,6,80,79
614,374,6,80,79
394,151,6,443,53
928,19,6,22,22
395,336,17,68,25
727,211,17,20,53
110,864,6,22,25
255,839,17,22,23
274,249,6,443,23
588,12,17,68,80
528,924,6,25,23
625,372,6,443,53
216,281,6,80,20
819,377,6,20,25
340,616,6,20,25
962,988,6,23,443
348,552,89,22,53
887,972,6,80,79
405,429,6,25,25
322,491,89,80,80
479,599,17,80,443
309,50,17,22,53
491,775,17,53,80
481,223,17,80,25
724,116,17,23,80
445,907,6,80,53
205,151,17,53,80
421,232,6,20,80
795,477,17,23,80
163,561,17,20,53
947,171,1,20,53
847,712,17,443,53
405,379,6,25,20
347,47,6,22,80
660,893,17,22,80
129,958,6,20,80
260,852,89,23,25
987,773,89,443,53
386,445,6,53,443
1946,172,17,79,80
938,368,89,23,53
184,988,17,443,25
676,385,6,80,22
126,818,1,79,22
639,270,17,23,53
637,631,6,79,22
603,762,17,20,80
167,808,6,23,68
333,187,17,20,53
517,94,17,23,80
614,324,17,53,25
549,773,1,68,25
566,357,17,22,443
338,741,17,80,25
794,562,1,443,20
857,583,17,22,80
615,232,6,80,53
26,112,6,25,80
945,354,6,443,22
559,291,6,20,20
284,625,17,25,80
753,594,6,79,53
832,867,17,20,22
778,58,17,22,80
841,477,6,23,23
404,569,17,443,80
478,215,17,23,20
999,721,17,20,443
136,613,6,22,20
872,560,6,53,23
143,134,6,23,22
830,495,17,79,20
641,681,89,22,20
948,608,17,53,25
204,759,17,79,443
655,175,17,80,80
924,346,6,23,22
710,869,6,20,443
475,470,17,23,53
943,939,1,80,53
815,37,17,80,68
537,214,6,20,80
580,643,6,23,80
912,908,17,443,80
79,522,6,80,443
629,19,1,80,23
144,281,17,22,20
148,733,17,25,68
931,617,6,443,53
997,518,17,53,80
753,251,6,22,25
826,882,17,68,53
881,300,89,23,68
99,589,6,80,20
902,747,17,443,20
44,990,1,80,23
257,543,6,443,80
501,9,17,80,53
17,81,6,23,22
805,668,17,79,25
847,258,17,80,80
85,700,6,53,25
755,282,17,53,53
629,833,1,53,23
420,907,6,68,443
168,135,6,22,443
925,877,17,22,20
636,697,6,79,80
312,350,6,25,68
481,523,6,80,23
162,684,17,80,25
840,373,6,23,79
329,287,6,79,53
595,611,17,53,22
508,485,6,53,443
790,718,6,80,22
15,190,89,20,23
936,66,17,23,80
1946,172,17,22,80
881,433,17,25,53
29,252,6,20,53
944,579,6,68,22
618,108,1,23,23
179,842,17,53,23
882,732,6,443,80
475,355,6,443,25
840,476,6,20,53
560,583,17,79,23
794,958,17,53,23
13,823,6,443,25
865,742,17,25,22
166,398,17,53,80
231,582,89,80,25
173,352,6,80,80
209,879,6,80,20
53,548,17,53,25
741,887,17,20,25
293,238,6,443,80
940,13,6,80,80
242,37,17,80,22
824,695,17,22,20
898,789,17,443,80
20,175,6,53,80
548,944,17,80,53
996,872,6,20,80
975,683,6,68,68
355,418,17,443,443
340,660,17,25,25
435,352,6,20,25
814,301,6,25,23
431,814,6,443,25
495,374,6,53,68
39,609,6,53,80
532,506,6,53,443
865,735,17,22,20
352,204,1,53,25
363,27,6,68,80
622,859,17,80,80
374,275,6,53,80
695,619,17,53,25
429,938,17,23,53
228,241,6,23,53
447,264,6,23,80
963,161,6,80,68
638,273,6,23,443
479,272,6,443,80
761,100,17,25,23
483,272,17,53,53
86,300,17,53,20
119,654,6,68,80
396,749,6,20,53
544,97,17,53,23
969,931,6,20,20
328,936,89,80,80
561,647,6,80,443
461,117,17,25,22
138,641,17,53,20
720,29,1,68,23
42,565,1,20,23
298,947,17,23,80
894,2,6,22,23
895,578,17,443,80
284,815,17,20,443
878,701,6,80,68
329,344,17,68,25
913,375,6,23,22
425,917,89,53,80
932,598,6,80,80
633,377,6,53,79
952,452,6,22,53
304,708,6,20,443
734,79,1,68,443
16,771,6,79,22
335,995,17,22,80
379,825,1,22,23
503,878,17,20,23
969,4,6,80,53
1000,119,6,53,25
130,929,89,22,25
563,321,1,53,25
172,46,17,22,53
861,835,6,80,443
100,247,17,23,80
543,468,17,20,443
475,486,17,20,22
698,58,6,53,25
117,212,17,20,80
964,365,6,23,25
413,65,6,443,80
897,340,6,80,22
253,46,17,22,25
199,247,1,25,80
37,246,6,53,22
989,854,17,25,25
291,151,6,23,443
968,709,6,20,20
85,67,6,23,23
454,704,6,80,25
345,508,6,443,80
505,874,6,80,79
580,575,6,79,80
450,224,6,79,53
347,339,17,22,22
506,29,17,53,80
440,142,6,443,80
701,556,6,23,25
408,788,1,443,80
554,441,6,443,25
194,875,17,80,22
108,999,17,80,80
469,323,17,68,80
999,843,17,53,80
230,764,6,20,80
101,114,1,25,20
85,951,17,23,443
960,73,6,53,25
790,270,17,80,23
245,365,6,79,20
967,638,1,20,53
937,793,6,80,23
276,863,89,443,443
99,765,6,53,23
975,319,6,80,23
417,715,17,53,22
488,889,17,53,80
392,605,17,443,80
36,31,1,25,53
880,62,1,23,25
897,588,6,80,25
972,629,17,22,20
830,758,6,53,23
124,359,6,22,443
605,825,6,79,80
367,756,17,53,80
373,23,89,53,443
714,366,6,443,80
63,597,17,79,23
706,559,6,53,53
890,10,17,25,22
214,836,6,23,443
414,459,6,23,80
256,365,6,80,23
789,80,6,79,53
31,510,6,53,22
590,433,6,25,23
371,430,89,80,53
120,143,6,53,22
141,179,17,68,53
894,455,6,25,25
124,370,1,80,22
97,881,6,22,443
797,47,17,80,23
329,348,6,22,22
998,20,1,443,79
983,789,17,23,443
160,86,6,80,53
74,861,6,23,80
237,213,6,22,68
824,734,6,53,53
505,303,6,20,25
209,13,17,80,23
931,421,6,23,53
55,481,6,53,22
740,886,6,80,80
387,35,6,25,80
137,940,17,20,80
845,253,89,68,23
147,91,1,79,23
304,661,6,80,79
309,326,17,53,53
568,178,17,79,20
599,711,17,53,53
677,866,17,23,443
492,470,17,25,80
422,289,6,53,443
107,501,6,80,23
451,442,6,443,80
13,346,6,53,25
349,306,17,22,443
928,936,6,20,53
439,984,1,23,23
147,327,6,23,23
455,175,6,80,80
276,528,6,25,23
333,589,17,80,80
818,199,17,80,53
700,851,17,80,25
503,572,17,20,25
777,211,1,53,53
620,210,1,23,23
915,302,1,80,53
200,762,6,443,25
242,226,17,79,23
597,629,17,53,23
647,360,89,80,443
185,912,17,22,20
420,169,6,443,80
383,489,17,22,25
77,651,6,80,68
956,699,17,80,53
513,538,1,25,68
342,136,6,443,23
500,412,17,68,25
385,572,17,80,22
84,238,17,53,53
920,840,6,80,443
867,923,89,443,53
385,61,17,443,20
628,573,17,20,25
684,423,6,80,53
883,845,17,25,79
841,605,17,25,23
365,100,6,53,23
436,310,17,20,53
912,614,6,80,80
39,239,17,22,25
846,426,17,22,80
1000,446,6,23,443
397,4,17,20,443
61,330,6,20,23
613,378,6,22,25
152,84,6,53,22
120,482,1,53,53
554,885,17,68,80
11,50,89,80,22
286,357,17,22,23
320,232,17,22,20
152,829,6,25,20
394,752,17,20,53
295,825,17,20,22
833,584,1,22,53
160,477,17,79,443
789,742,17,25,20
898,335,17,80,23
963,529,1,22,53
558,83,6,443,80
672,878,17,443,23
210,113,17,20,68
701,613,17,80,68
980,833,6,53,80
933,429,6,23,53
837,874,17,20,53
433,549,17,53,20
937,537,6,53,53
571,538,1,53,80
57,353,6,25,22
761,933,17,443,80
62,834,6,53,53
730,118,17,80,80
780,70,17,80,53
341,899,6,53,80
337,966,89,53,22
578,756,6,25,23
257,126,17,53,79
489,631,6,79,22
690,722,1,23,22
367,695,6,443,25
713,527,6,80,22
270,325,6,22,443
915,865,6,23,53
935,323,17,22,20
133,677,6,23,53
592,851,17,80,80
558,517,6,80,443
485,595,17,20,22
764,242,6,443,20
636,952,1,80,68
102,236,17,79,68
639,991,1,79,23
301,187,17,80,20
176,463,1,80,25
130,583,17,22,20
38,305,1,80,80
464,356,6,53,53
226,4,17,22,53
64,245,17,22,80
293,719,6,23,53
799,299,17,443,25
729,142,17,53,53
170,194,17,79,53
398,934,17,80,22
101,503,17,53,11
604,635,6,20,68
253,536,6,22,80
50,589,17,80,80
674,143,6,68,443
383,513,89,25,23
503,734,17,443,23
523,226,17,25,443
623,269,1,79,22
659,919,6,443,53
775,145,17,53,22
55,712,17,79,25
658,939,17,23,20
192,434,6,68,80
198,712,17,20,22
684,801,6,20,68
699,329,6,80,53
645,29,6,80,53
468,248,1,68,80
909,520,6,443,68
63,249,6,23,22
647,644,17,53,25
565,833,17,23,53
150,803,6,68,25
880,340,6,20,80
982,84,1,443,53
73,298,6,68,20
789,272,17,80,23
996,401,6,80,53
566,233,6,443,443
452,214,6,22,20
395,73,6,80,20
446,581,17,68,23
792,111,6,22,20
416,788,1,80,443
981,167,17,53,80
164,56,89,80,53
449,483,6,68,23
690,154,6,23,25
943,267,6,25,443
415,285,6,25,53
627,508,6,80,53
183,183,1,80,20
881,307,17,23,80
444,622,6,80,25
922,675,6,53,22
417,164,17,23,22
111,347,17,20,25
645,603,6,23,23
253,936,6,68,20
29,121,17,20,22
112,84,17,53,22
14,700,17,80,23
183,510,17,22,80
975,737,17,25,80
39,328,6,443,79
519,302,1,80,22
444,455,1,79,20
231,106,6,80,25
251,919,17,68,22
201,470,1,25,53
10,714,17,80,80
856,134,6,53,79
912,894,17,443,68
1000,255,17,80,80
948,331,6,20,443
820,536,17,68,68
678,258,6,22,25
781,484,6,53,25
226,167,6,22,80
706,64,6,23,25
962,888,17,443,80
55,22,6,53,80
335,102,17,80,68
857,837,1,25,20
143,350,6,25,22
788,209,6,68,80
812,127,17,80,22
901,728,17,22,53
413,969,1,53,53
1946,172,17,22,80
564,588,6,68,68
282,303,17,22,53
501,913,6,79,53
852,793,17,53,443
635,720,17,79,53
246,939,17,22,53
897,285,17,25,80
217,794,17,53,80
628,884,1,20,25
831,56,17,22,20
956,518,6,443,443
436,170,6,53,443
152,727,6,443,23
820,182,17,443,23
320,574,6,80,443
335,455,6,23,79
208,448,6,53,53
539,77,17,80,443
684,747,17,53,25
572,349,6,443,25
340,149,17,80,443
958,814,89,53,22
733,929,6,20,80
395,937,6,443,53
426,74,17,25,20
864,399,17,20,20
222,78,6,23,68
275,605,6,80,25
986,119,6,79,20
143,913,6,20,80
295,472,17,53,80
306,354,6,53,23
460,486,6,22,53
498,773,17,68,80
542,324,6,80,443
292,222,17,53,22
121,817,17,443,53
24,661,1,443,443
258,168,6,53,80
685,661,6,80,22
356,37,17,53,443
699,768,6,23,80
66,391,6,25,53
324,126,17,53,80
347,140,1,23,53
159,50,17,80,79
489,324,89,53,23
879,906,17,23,443
615,525,17,25,80
87,297,6,443,23
418,20,17,80,443
254,1,17,25,23
515,130,1,23,80
699,262,17,79,80
408,149,6,22,80
